trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
326,False,"{'a': 0.3, 'e': 0.038388398017552054}",20,12,16.527393135215835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.3, 'e': 0.038006427075174314}",30,11,5.870294831728781,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.0376282568071762}",25,11,26.6153244843162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.03725384939621581}",20,0,29.368189538348823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.3, 'e': 0.036883167401239994}",25,14,23.42272290832784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.3, 'e': 0.0365161737537404}",25,14,20.421011883914012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.3, 'e': 0.03615283175404641}",20,12,16.15732094237291,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.0357931050676553}",30,10,38.22917443808771,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.3, 'e': 0.03543695772159864}",20,0,-12.620209274554577,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
335,False,"{'a': 0.3, 'e': 0.035084354100845025}",35,10,36.21265541614764,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.03473525894473856}",20,0,3.7021373110236304,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.3, 'e': 0.03438963734347271}",20,11,4.882453701589625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.3, 'e': 0.034047454734599344}",30,4,27.611222520080062,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.033708676899572396}",25,13,18.711927494815882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.03337326996032608}",20,3,30.97617209422361,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.03304120037588693}",20,5,24.953040437761324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.03271243493901982}",20,2,30.214421130899943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3, 'e': 0.03238694077290704}",20,9,19.278584864868137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.03206468532786077}",20,14,4.079073556297757,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.3, 'e': 0.03174563637806794}",20,11,18.459583793673204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.03142976201836771}",30,0,42.823368841348724,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.3, 'e': 0.03111703066106086}",20,6,11.337313381701891,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.3, 'e': 0.030807411032751076}",25,0,36.302325565160665,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.3, 'e': 0.030500872171217483}",20,5,25.12959106728901,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.0301973834223185}",20,9,21.778469117265477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.029896914436926308}",20,9,24.433406626302876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.029599435167892}",25,19,11.700619145601976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.3, 'e': 0.029304915867040746}",25,14,17.84593409994474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.029013327082197053}",20,13,14.45274306232624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.3, 'e': 0.028724639654239423}",20,0,16.59894570092491,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
356,False,"{'a': 0.3, 'e': 0.028438824714184505}",30,14,27.12081416454027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.028155853680300096}",20,0,31.88801263942731,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.3, 'e': 0.027875698255247015}",30,8,40.687279302256556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.027598330423249287}",20,0,-6.73677404203816,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
360,False,"{'a': 0.3, 'e': 0.02732372244729256}",25,11,24.534163105020838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.027051846866350416}",20,5,23.498878233753857,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.026782676492638175}",20,13,13.168691650926911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.02651618440889418}",35,7,48.81798863108262,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.3, 'e': 0.02625234396568796}",20,9,15.922337382273334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.025991128778755347}",35,18,39.046833293400724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.02573251272635994}",30,18,25.03786786791233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.025476469946681016}",20,16,6.212906659282359,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.3, 'e': 0.025222974835227212}",30,24,13.37773898246806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.3, 'e': 0.024972002042276155}",30,12,33.31525142789671,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.3, 'e': 0.024723526470339388}",35,19,31.284398508453208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3, 'e': 0.02447752327165267}",20,7,23.351826971267855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3, 'e': 0.024233967845691113}",25,13,22.79423374145511,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.3, 'e': 0.023992835836709175}",35,18,35.66443708504807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.023754103131304997}",25,0,37.20831629416821,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.3, 'e': 0.023517745856009107}",20,6,22.753299659114745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.023283740374897}",25,3,37.72728474843785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.3, 'e': 0.02305206328722557}",20,10,-25.68437583848623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.3, 'e': 0.02282269142509297}",25,19,10.41255125526951,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.022595601851121864}",20,0,31.138595523627888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.3, 'e': 0.02237077185616559}",25,18,10.710459772967608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.022148178957037315}",25,11,24.45607275189403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.02192780089426161}",20,0,28.54494703851955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.3, 'e': 0.02170961562984857}",30,6,29.16670633580784,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.021493601345089923}",30,24,9.660384984381349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.3, 'e': 0.02127973643837717}",20,4,-25.92696114901002,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
386,False,"{'a': 0.3, 'e': 0.021067999523041434}",25,15,16.426264073480596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.3, 'e': 0.02085836942521472}",25,5,33.30425318360451,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.020650825181712566}",20,16,8.111829156616432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.020445346037937653}",30,14,28.0643370853088,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.02024191144580439}",20,12,13.953188324997281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.020040501061684014}",20,0,-3.0551174639195695,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
392,False,"{'a': 0.3, 'e': 0.019841094744370288}",20,0,30.037837328348182,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.3, 'e': 0.019643672553065292}",25,13,23.542375684404348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.01944821474538539}",25,7,28.13845773454509,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.01925470177538692}",20,6,3.852066938447266,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
396,False,"{'a': 0.3, 'e': 0.019063114291611637}",25,3,14.062942681597395,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.018873433135151486}",25,7,30.03160866465988,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.018685639337732773}",20,8,18.33046239703868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.018499714119819242}",35,21,25.059874007954157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.01831563888873418}",30,16,16.55065870568139,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.018133395236801075}",25,16,-30.615956410790705,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.3, 'e': 0.01795296493950285}",20,11,15.113499562157045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.3, 'e': 0.01777432995365944}",20,3,16.384129841964803,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.3, 'e': 0.017597472415623393}",20,0,-11.258443882839007,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
405,False,"{'a': 0.3, 'e': 0.017422374639493515}",20,14,-31.41796277541304,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.3, 'e': 0.017249019115346265}",35,21,26.358206705422546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.3, 'e': 0.017077388507484793}",20,10,19.884510744842814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3, 'e': 0.01690746565270528}",20,7,24.66737824619772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.3, 'e': 0.016739233558580632}",25,8,29.790577618485074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.3, 'e': 0.016572675401761255}",20,2,28.015183948752586,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.3, 'e': 0.016407774526292645}",20,0,29.127679561959553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.3, 'e': 0.01624451444194987}",25,3,33.68944123294296,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.3, 'e': 0.016082878822588433}",20,8,21.78288293692481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.3, 'e': 0.015922851504511698}",25,11,27.93957158485468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.3, 'e': 0.015764416484854486}",20,10,21.828041662733817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.3, 'e': 0.01560755791998283}",25,11,23.296235378131172,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.3, 'e': 0.015452260123909515}",20,6,12.421189578080329,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3, 'e': 0.015298507566725518}",20,13,13.434598713375685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.3, 'e': 0.01514628487304698}",20,15,-12.546565739554705,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
420,False,"{'a': 0.3, 'e': 0.014995576820477703}",20,3,25.167752795968276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.3, 'e': 0.014846368338086832}",30,0,42.68892801858534,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.3, 'e': 0.014698644504901784}",20,9,17.944488124295667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.3, 'e': 0.014552390548416123}",25,0,24.139605353359272,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.3, 'e': 0.01440759184311235}",20,2,32.87615318012224,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3, 'e': 0.014264233908999256}",25,8,29.751975406896065,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.3, 'e': 0.014122302410163962}",20,0,8.28896996601138,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
427,False,"{'a': 0.3, 'e': 0.013981783153338296}",20,14,10.985126506271975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.3, 'e': 0.013842662086479501}",25,16,13.684369921483619,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.3, 'e': 0.013704925297364945}",25,12,29.869094153464783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.3, 'e': 0.013568559012200934}",25,8,29.753321374450703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.3, 'e': 0.013433549594245302}",20,12,14.798727003272218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.3, 'e': 0.013299883542443767}",30,4,41.295665747236185,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.3, 'e': 0.013167547490079751}",25,8,28.2880100870559,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.3, 'e': 0.013036528203437736}",30,12,31.855630466155088,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.3, 'e': 0.012906812580479862}",20,0,30.787186627277407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.3, 'e': 0.01277838764953576}",20,8,20.858456014642734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.3, 'e': 0.012651240568005305}",20,3,26.622423984838925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.3, 'e': 0.012525358621074385}",25,13,22.781288736142198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.3, 'e': 0.012400729220443406}",25,0,34.80902199048663,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.3, 'e': 0.012277339903068436}",25,17,14.851038931800872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.3, 'e': 0.012155178329914935}",20,7,25.48528799839949,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.3, 'e': 0.012034232284723775}",25,14,18.599164952436336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.3, 'e': 0.011914489672789647}",30,17,15.266890153895037,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.3, 'e': 0.011795938519751562}",30,20,18.645120099052132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.3, 'e': 0.011678566970395442}",20,9,16.718811479167424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.011562363287468536}",25,15,15.875127371675555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.3, 'e': 0.01144731585050571}",20,14,11.551197497226482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.3, 'e': 0.011333413154667387}",20,10,19.505595069201696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.3, 'e': 0.011220643809589084}",25,5,32.855991498292916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.3, 'e': 0.011108996538242306}",25,2,-10.271374268112691,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.3, 'e': 0.010998460175806881}",25,0,38.84605619964278,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.3, 'e': 0.01088902366855444}",30,0,51.779369821776775,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.3, 'e': 0.010780676072743084}",20,8,17.63688626378869,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.3, 'e': 0.010673406553522925}",30,14,28.356020011926013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.3, 'e': 0.010567204383852655}",25,16,14.966652484933707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.3, 'e': 0.010462058943426795}",25,5,36.867270321760685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.3, 'e': 0.010357959717613696}",25,18,13.116087224048579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.3, 'e': 0.010254896296404022}",20,11,13.979064216745446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.3, 'e': 0.010152858373369763}",25,11,23.051061710649975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.010051835744633576}",25,16,9.647250182809184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.3, 'e': 0.00995181830784842}",20,16,8.191170892624267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.3, 'e': 0.009852796061187257}",20,6,-17.280628883999512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.3, 'e': 0.009754759102342903}",20,0,29.81587005080176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.3, 'e': 0.009657697627537777}",20,13,12.946390296311309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.3, 'e': 0.009561601930543505}",20,0,32.23087915349315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.3, 'e': 0.009466462401710323}",25,0,35.65789522580549,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.3, 'e': 0.009372269527006058}",30,16,27.83114438358405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.3, 'e': 0.009279013887064744}",35,7,43.68719597482022,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.3, 'e': 0.009186686156244664}",30,0,41.407705143425765,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
470,False,"{'a': 0.3, 'e': 0.009095277101695816}",30,23,13.640170376372087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.3, 'e': 0.00900477758243656}",25,8,30.17134807575699,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.3, 'e': 0.008915178548439553}",20,6,22.82449682837305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.3, 'e': 0.008826471039726723}",30,0,48.033485778692814,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.3, 'e': 0.00873864618547329}",20,6,24.416264620965617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.3, 'e': 0.008651695203120634}",25,0,37.3490484909169,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.3, 'e': 0.00856560939749806}",25,18,10.417242433647315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.3, 'e': 0.00848038015995326}",30,20,18.833648262823505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.3, 'e': 0.00839599896749147}",25,9,29.537455939299257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.3, 'e': 0.008312457381923119}",20,7,15.611061059929138,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.3, 'e': 0.00822974704902003}",25,18,14.023130507741172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.3, 'e': 0.008147859697679982}",20,13,15.143761187586263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.3, 'e': 0.008066787139099614}",20,6,23.355981613646286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.3, 'e': 0.007986521265955502}",20,0,29.164686372973453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.3, 'e': 0.007907054051593441}",20,2,25.810136302203453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.3, 'e': 0.007828377549225767}",25,15,19.124947296297655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.007750483891136692}",30,20,15.851268052145489,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.3, 'e': 0.007673365287895489}",20,13,13.774585182342594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.007597014027577567}",20,8,8.515202717454878,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.3, 'e': 0.00752142247499327}",20,13,-8.935998603166407,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
490,False,"{'a': 0.3, 'e': 0.007446583070924338}",25,14,20.16869725451548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.007372488331368012}",30,8,40.30317529078219,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3, 'e': 0.007299130846788583}",25,20,8.560289732908553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.0072265032813764625}",20,0,30.88297024282961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.3, 'e': 0.007154598372314579}",30,20,21.510076256179204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.3, 'e': 0.0070834089290521185}",20,14,13.360058189004587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
